Iteration	Posterior	Likelihood	Prior	rf_simplex[1]	rf_simplex[2]	rf_simplex[3]	rf_simplex[4]	rf_simplex[5]	rf_simplex[6]	rf_simplex[7]	rf_simplex[8]	rf_simplex[9]	rf_simplex[10]	rf_simplex[11]	rf_simplex[12]	rf_simplex[13]	rf_simplex[14]	rf_simplex[15]	rf_simplex[16]	rf_simplex[17]	rf_simplex[18]	rf_simplex[19]	rf_simplex[20]	rf_simplex[21]	rf_simplex[22]	rf_simplex[23]	rf_simplex[24]	rf_simplex[25]	rf_simplex[26]	rf_simplex[27]	w_graph[1]	w_graph[2]	w_graph[3]	y
3050	-784.2721	-786.6045	2.332394	0.0136963	0.52299	0.206869	0.0812151	0.0147667	0.0193952	0.0207477	0.0168431	0.0159612	0.00304672	0.033681	0.025593	0.0120816	0.00222273	0.00118716	0.00601229	0.000601583	0.00110289	5.21187e-05	0.00107859	0.000436381	0.000196323	4.25893e-05	3.22378e-05	9.27618e-05	2.4384e-05	3.10414e-05	0.0399968	0.0173386	0.942665	0.260749
3100	-784.992	-787.8862	2.894194	0.0249749	0.378026	0.195502	0.122915	0.027237	0.0395501	0.0418199	0.0308003	0.0283206	0.0045379	0.0413629	0.0244252	0.0163814	0.00392315	0.00348073	0.00905552	0.00140686	0.00293117	0.000115585	0.00167488	0.000583013	0.000379515	0.00010558	0.000110173	0.000199528	8.14229e-05	9.95186e-05	0.0606296	0.0139342	0.925436	0.5409839
3150	-781.1784	-783.6847	2.506288	0.0200089	0.461486	0.212741	0.110242	0.0212697	0.0297475	0.030217	0.0233963	0.0221261	0.00264412	0.027081	0.0174106	0.0101222	0.00207981	0.0014886	0.00511579	0.000626242	0.00130332	2.87089e-05	0.000459183	0.000181468	9.98934e-05	2.50086e-05	2.01826e-05	4.79402e-05	1.35535e-05	1.88677e-05	0.0502041	0.00135551	0.94844	0.4038371
3200	-781.9838	-784.5691	2.585318	0.0179828	0.437194	0.192112	0.122913	0.0197933	0.0319394	0.0339333	0.0222697	0.0204184	0.00292863	0.0456846	0.0221543	0.0143765	0.00257738	0.00256957	0.00670883	0.000843365	0.00198756	3.96706e-05	0.000927354	0.000268324	0.000168716	3.66653e-05	3.90762e-05	7.42543e-05	2.56398e-05	3.37519e-05	0.0501135	0.00617649	0.94371	0.610237
3250	-787.988	-789.9315	1.94348	0.0100387	0.621433	0.145992	0.106196	0.0105231	0.0175545	0.018622	0.0110494	0.0105995	0.000610853	0.0315106	0.00731473	0.00455511	0.000580418	0.00065315	0.00141681	0.000232298	0.000499518	7.11137e-06	0.000459031	6.96992e-05	4.31224e-05	6.88715e-06	7.72027e-06	1.29971e-05	5.30187e-06	6.61373e-06	0.0489041	0.0268664	0.92423	0.755507
3300	-782.2599	-784.8276	2.567698	0.0192265	0.457251	0.227589	0.101398	0.0206088	0.0277884	0.0284859	0.0230143	0.0217876	0.00316856	0.0243463	0.0209949	0.011246	0.00230932	0.00135648	0.0060615	0.000616612	0.00123433	4.76866e-05	0.000772112	0.00031775	0.000161392	3.8596e-05	3.48903e-05	8.39043e-05	2.67057e-05	3.31129e-05	0.0437613	0.00235954	0.953879	0.3033568
3350	-786.7989	-789.4807	2.681725	0.0136589	0.425458	0.198747	0.148725	0.017358	0.0376766	0.0418836	0.0188936	0.0173774	0.0012753	0.0399233	0.0164319	0.011081	0.00146442	0.00232737	0.00503384	0.00045022	0.00131689	1.40879e-05	0.000551812	0.000151341	9.85856e-05	1.50361e-05	2.13483e-05	4.01396e-05	1.11362e-05	1.44355e-05	0.0354041	0.000290961	0.964305	0.9251703
3400	-784.2329	-786.5388	2.305953	0.0148521	0.483709	0.212593	0.12767	0.0161813	0.0277606	0.030019	0.0179388	0.0164757	0.00122373	0.0241739	0.01212	0.00759044	0.00106615	0.00102349	0.00338787	0.000358804	0.000770608	2.18121e-05	0.000632437	0.000195294	0.000118217	2.01044e-05	1.98431e-05	4.8004e-05	1.23108e-05	1.69917e-05	0.0377916	0.0235756	0.938633	0.5402529
3450	-788.2435	-790.9887	2.745241	0.0248004	0.346831	0.203595	0.135526	0.0278299	0.0432831	0.0494677	0.0323598	0.0285927	0.00402835	0.0388883	0.0239578	0.0170699	0.00371183	0.00364284	0.0100297	0.00154366	0.00291144	6.23059e-05	0.000910304	0.000350917	0.000244776	5.91331e-05	6.52011e-05	0.00013175	4.87864e-05	5.66587e-05	0.0508379	0.0515445	0.897618	0.5837421
3500	-786.4853	-788.8728	2.38747	0.0126542	0.485296	0.220326	0.0749976	0.0141805	0.0189781	0.02137	0.0171978	0.0160842	0.00447778	0.0375762	0.0398634	0.0179791	0.00320591	0.00148952	0.0103869	0.000845107	0.00141411	4.89664e-05	0.000769784	0.000455716	0.000189246	3.9516e-05	2.61859e-05	0.000102203	2.04477e-05	2.54784e-05	0.0326779	0.0175518	0.94977	0.1918141
3550	-782.5995	-785.081	2.481416	0.0173999	0.448328	0.243868	0.104597	0.018613	0.0262893	0.0274896	0.0211668	0.0196834	0.00273785	0.0234459	0.0218973	0.0118666	0.00209089	0.00122586	0.00676198	0.00059684	0.00110118	2.4915e-05	0.000390104	0.000203577	0.000101927	2.10299e-05	1.65317e-05	5.42421e-05	1.21447e-05	1.56039e-05	0.0345991	0.00879227	0.956609	0.2772103
3600	-788.7818	-791.0203	2.238442	0.0197938	0.437019	0.184514	0.118582	0.021268	0.0322075	0.0335284	0.0236482	0.0219264	0.00320577	0.049847	0.0220328	0.0141736	0.00293223	0.00279996	0.00699261	0.00113752	0.00230912	5.54903e-05	0.00119462	0.000335625	0.00021027	5.2658e-05	5.2918e-05	9.7991e-05	3.58006e-05	4.74668e-05	0.0586766	0.00979329	0.93153	0.6028695
3650	-784.5036	-787.2047	2.701088	0.021976	0.344522	0.216551	0.131814	0.0253503	0.0415167	0.0446767	0.0301193	0.0265567	0.00447843	0.0390214	0.0287162	0.0197477	0.00390323	0.00355422	0.0118422	0.00128036	0.002796	5.1035e-05	0.000721761	0.000318447	0.000206148	4.68508e-05	4.77484e-05	0.000112978	3.12935e-05	4.13575e-05	0.0404434	0.00795829	0.951598	0.5005938
3700	-781.3941	-783.8806	2.486461	0.0192079	0.451857	0.223865	0.121494	0.0205977	0.0310411	0.0321221	0.0227235	0.0211957	0.00193852	0.0216314	0.0142089	0.00859294	0.00154681	0.00120591	0.00428909	0.000463063	0.00100031	2.86153e-05	0.000534606	0.000201321	0.000115913	2.49509e-05	2.294e-05	5.43481e-05	1.55046e-05	2.07289e-05	0.0434398	0.00686189	0.949698	0.4359572
3750	-785.6828	-788.4878	2.80501	0.0320983	0.386687	0.170848	0.10414	0.034163	0.0419694	0.0423009	0.0378252	0.035934	0.00670452	0.0412485	0.0234953	0.015273	0.00539748	0.00408091	0.00879566	0.00195256	0.00380806	0.000152749	0.00159844	0.000507632	0.000325887	0.000133306	0.000132975	0.000189492	0.000109847	0.000127829	0.100312	0.00283377	0.896854	0.4727825
3800	-784.6933	-787.3197	2.626419	0.0158579	0.402844	0.232717	0.129417	0.017887	0.03011	0.0380791	0.0225343	0.0186609	0.00272904	0.0306619	0.0243012	0.0157186	0.00220611	0.00178705	0.00859014	0.00082328	0.00139767	9.23582e-05	0.00172241	0.000823527	0.000513366	8.11556e-05	7.46018e-05	0.00025029	5.41023e-05	6.52509e-05	0.0295522	0.0650265	0.905421	0.3814559
3850	-788.4459	-790.3658	1.919888	0.010994	0.595807	0.15076	0.0973341	0.011493	0.0174599	0.0185303	0.0123992	0.0117365	0.00121587	0.0449039	0.0124741	0.0075318	0.00108047	0.00103624	0.00252231	0.000400173	0.000844084	2.1921e-05	0.00105101	0.000185899	0.0001114	2.05456e-05	1.96613e-05	3.62056e-05	1.24739e-05	1.77401e-05	0.0507739	0.0281415	0.921085	0.6209628
3900	-783.6341	-786.194	2.559907	0.020694	0.410381	0.220403	0.120946	0.0225498	0.0337378	0.035776	0.0257215	0.0235663	0.0032763	0.0303488	0.0217239	0.0135748	0.00264747	0.00203921	0.0073748	0.000843002	0.00171955	8.2314e-05	0.00133134	0.000531468	0.000316789	7.20317e-05	6.93409e-05	0.00016137	4.97347e-05	6.29528e-05	0.044259	0.0142761	0.941465	0.4184591
3950	-785.4466	-787.218	1.771425	0.0127442	0.604978	0.214364	0.0683763	0.0129885	0.0154509	0.0155294	0.0136635	0.0133735	0.000832673	0.0120758	0.00877215	0.00352286	0.000663524	0.000305253	0.00176915	0.000170723	0.000291912	2.99813e-06	6.94609e-05	3.10659e-05	1.16678e-05	2.60383e-06	1.56402e-06	5.53022e-06	1.16574e-06	1.52877e-06	0.0382261	0.00552774	0.956246	0.2164008
4000	-788.5477	-790.9117	2.364008	0.0164931	0.522911	0.242996	0.0564394	0.0178268	0.0201856	0.0225383	0.0199691	0.0194062	0.00348116	0.0140334	0.0245462	0.0085409	0.00221504	0.000685087	0.00577719	0.000515559	0.000681605	2.9982e-05	0.000313825	0.00022944	7.51923e-05	2.16934e-05	1.3491e-05	4.93314e-05	1.20892e-05	1.34063e-05	0.0393963	0.026333	0.934271	0.08454405
4050	-783.6836	-786.0397	2.35607	0.0156514	0.51393	0.236023	0.0852197	0.0163853	0.0207523	0.0220276	0.018069	0.0172422	0.00203993	0.0188155	0.0174819	0.00810579	0.00151459	0.000743416	0.00444142	0.00041336	0.000699938	1.32161e-05	0.000207889	0.000116367	5.01008e-05	1.0996e-05	7.07031e-06	2.57134e-05	5.36463e-06	6.85352e-06	0.0368816	0.0166906	0.946428	0.220575
4100	-783.4462	-786.1862	2.739964	0.0208023	0.434512	0.193641	0.110097	0.0224488	0.0314266	0.033396	0.0254213	0.0236092	0.00407092	0.041568	0.0242125	0.0149538	0.00328432	0.00255901	0.00756145	0.00110374	0.00222822	0.000101955	0.00162463	0.000570648	0.000341717	9.00384e-05	7.98165e-05	0.000164539	5.58689e-05	7.43074e-05	0.0574113	0.0206367	0.921952	0.4522966
4150	-783.6791	-786.4276	2.748507	0.0210934	0.442374	0.194125	0.109441	0.0227029	0.0311905	0.0334656	0.0255628	0.0238245	0.0039061	0.0380731	0.0225711	0.0138386	0.0030739	0.00232809	0.00689265	0.00101313	0.00204217	7.85122e-05	0.00133901	0.000432451	0.000259798	6.74761e-05	6.62104e-05	0.000124909	5.06876e-05	6.16002e-05	0.058725	0.0265728	0.914702	0.4394269
4200	-784.814	-787.6437	2.829668	0.0243114	0.353286	0.223904	0.122643	0.0268754	0.0387307	0.0435746	0.0320946	0.0285052	0.00503644	0.030055	0.027477	0.0181311	0.00398077	0.00281459	0.0113085	0.00140258	0.00246713	0.000127436	0.00145887	0.000707558	0.00044609	0.000109441	0.000107422	0.000260546	8.55086e-05	9.93814e-05	0.0430737	0.036362	0.920564	0.3456577
4250	-787.3158	-790.0437	2.727903	0.0182282	0.462126	0.212913	0.0983277	0.0195081	0.0262832	0.0279443	0.0221805	0.0207969	0.00355388	0.0334028	0.0245907	0.0134678	0.00275811	0.00171405	0.00719925	0.00086604	0.00156259	7.94554e-05	0.00131064	0.000541548	0.000283068	6.78791e-05	5.57911e-05	0.000143002	4.21443e-05	5.31106e-05	0.0459597	0.0211647	0.932876	0.3119378
4300	-796.7939	-799.7375	2.943593	0.0369841	0.257527	0.158958	0.128518	0.0404396	0.0542191	0.067097	0.0464293	0.040603	0.00740478	0.052168	0.0292015	0.0231761	0.00766259	0.0087028	0.0149363	0.0042253	0.00727628	0.000662284	0.00562082	0.00240512	0.00194307	0.000673848	0.000743317	0.00114596	0.000611222	0.000665247	0.0896389	0.150951	0.75941	0.9130527
4350	-788.3706	-790.7837	2.413106	0.0132049	0.447078	0.18314	0.118912	0.0147129	0.0253226	0.0313287	0.0175686	0.0152553	0.00285467	0.0625624	0.0283287	0.0187305	0.00256857	0.00264748	0.00824605	0.00105389	0.00198816	8.13014e-05	0.00268759	0.000738831	0.000487829	7.58394e-05	8.80969e-05	0.00019577	6.66427e-05	7.40027e-05	0.0394858	0.08127	0.879244	0.5836364
4400	-785.7322	-787.8436	2.111383	0.0125444	0.507614	0.234232	0.0862026	0.0135332	0.0186647	0.0202931	0.0155636	0.0145571	0.00250655	0.0264567	0.0251587	0.011744	0.00179756	0.000916336	0.00617174	0.000454061	0.000837126	1.89312e-05	0.000367333	0.000196185	8.46137e-05	1.53418e-05	1.05945e-05	4.13631e-05	7.78067e-06	1.012e-05	0.0299177	0.0118888	0.958193	0.2356789
4450	-785.082	-787.6468	2.564788	0.0243902	0.426717	0.196603	0.127313	0.0259224	0.0370067	0.0403233	0.0283037	0.0264271	0.00242265	0.0280164	0.0141291	0.00946552	0.0021338	0.00194343	0.0048265	0.000852507	0.00163735	5.04121e-05	0.000823599	0.0002669	0.000176385	4.69485e-05	4.49802e-05	8.45369e-05	3.11331e-05	4.10385e-05	0.0638308	0.0434046	0.892765	0.5673089
4500	-782.4813	-784.8383	2.357067	0.0167698	0.483829	0.213403	0.0919731	0.0181206	0.0239309	0.0258249	0.0206246	0.0194216	0.00352284	0.0311209	0.0247888	0.0127251	0.00254249	0.0014448	0.00658664	0.000721151	0.00133153	4.10535e-05	0.00067014	0.000290677	0.000142384	3.34519e-05	2.59476e-05	7.0072e-05	1.95615e-05	2.48837e-05	0.0440759	0.0209276	0.934996	0.2820897
4550	-787.2754	-789.6927	2.417326	0.0179456	0.514862	0.169529	0.0924489	0.0188413	0.0244398	0.0253405	0.0208268	0.0197617	0.00320458	0.0470815	0.0201669	0.0116083	0.00265854	0.00196359	0.00531479	0.000961911	0.00178947	3.16736e-05	0.000781414	0.00018375	0.000104951	2.80588e-05	2.80516e-05	4.7321e-05	2.29925e-05	2.66087e-05	0.0668044	0.0253383	0.907857	0.4374234
4600	-785.7767	-788.6015	2.824857	0.0174203	0.34411	0.202959	0.134363	0.0213578	0.0399201	0.0439485	0.0255709	0.0220642	0.00393916	0.0584963	0.0338134	0.023326	0.00393785	0.00455063	0.0134482	0.0013503	0.00315668	5.32211e-05	0.00116674	0.000420444	0.000276482	5.27723e-05	6.42443e-05	0.000143581	3.99143e-05	5.02607e-05	0.0361192	0.0036074	0.960273	0.6637936
4650	-783.1827	-785.482	2.29922	0.0171899	0.523003	0.20048	0.081571	0.0182528	0.0225	0.0236484	0.0202315	0.0194354	0.00311092	0.0287503	0.0205811	0.0099084	0.00226025	0.00120475	0.0050411	0.000649209	0.00114291	3.19527e-05	0.000567975	0.000209626	9.79094e-05	2.59846e-05	2.05075e-05	4.83121e-05	1.616e-05	1.99474e-05	0.0521717	0.0221562	0.925672	0.2629144
4700	-783.4644	-785.8272	2.362731	0.020795	0.4697	0.25111	0.0819236	0.0219012	0.0260021	0.0269325	0.0239499	0.023189	0.00296897	0.0141504	0.0187866	0.00848023	0.00205397	0.000857853	0.00535993	0.000518638	0.00083824	2.01269e-05	0.000188954	0.00013756	5.67884e-05	1.58832e-05	9.94844e-06	3.44983e-05	7.97386e-06	9.8155e-06	0.0421387	0.00823698	0.949624	0.1682956
4750	-785.4811	-787.7496	2.268524	0.0142459	0.520176	0.152869	0.0976427	0.0150819	0.0220899	0.0226432	0.0168427	0.0156533	0.00283459	0.0695259	0.0223659	0.0135647	0.00252429	0.00236203	0.00542054	0.000926586	0.00198521	2.45979e-05	0.000834827	0.000165321	9.86145e-05	2.29645e-05	2.33241e-05	3.88799e-05	1.6365e-05	2.12062e-05	0.0612791	0.0016501	0.937071	0.6164992
4800	-781.9624	-782.7543	0.7918678	0.00183802	0.729373	0.13404	0.041511	0.00205821	0.00331854	0.00396552	0.00244249	0.00228177	0.00056359	0.0475826	0.0211368	0.00717405	0.000372648	0.00018977	0.00181978	6.17319e-05	0.000156394	5.64999e-07	8.30064e-05	2.05272e-05	6.64089e-06	4.33161e-07	2.75925e-07	1.50206e-06	1.70526e-07	2.52819e-07	0.0116044	0.00337051	0.985025	0.2632708
4850	-771.3163	-771.6203	0.3039408	0.00131695	0.829058	0.0640592	0.0221203	0.00144672	0.00185475	0.00189518	0.00165815	0.00158483	0.000376714	0.0599518	0.00999213	0.00347103	0.000252223	0.000126703	0.000539348	4.29854e-05	0.000116664	4.66196e-07	0.000119642	1.12493e-05	3.85865e-06	3.62581e-07	2.32704e-07	6.08067e-07	1.47717e-07	2.24678e-07	0.0198063	0.0020137	0.97818	0.3174916
4900	-770.1879	-770.0414	-0.1464128	0.00119528	0.90334	0.0411368	0.00833582	0.0013025	0.00145682	0.00137966	0.00145448	0.00142869	0.000283884	0.0319046	0.00512567	0.00108586	0.000177442	5.23097e-05	0.000249124	2.35248e-05	5.19458e-05	7.1964e-08	1.39439e-05	1.28504e-06	2.73991e-07	5.25034e-08	2.2423e-08	6.62983e-08	1.5508e-08	2.23536e-08	0.0294896	0.00278637	0.967724	0.1677475
4950	-766.6688	-766.4195	-0.2493254	0.000721819	0.907869	0.033803	0.00776856	0.000798258	0.000908372	0.000865281	0.000902035	0.000879748	0.000195567	0.0391413	0.00465315	0.00109135	0.000119692	3.92497e-05	0.000174485	1.49278e-05	3.86819e-05	4.17065e-08	1.42761e-05	9.65232e-07	2.26674e-07	3.01056e-08	1.39916e-08	3.88117e-08	9.18367e-09	1.39073e-08	0.022145	0.000311577	0.977543	0.2054421
5000	-770.4788	-770.1723	-0.3064993	0.000583569	0.911595	0.0443701	0.00768008	0.000642209	0.000732136	0.000729631	0.000715933	0.000704291	0.000140422	0.0255736	0.00525762	0.000958696	8.22211e-05	2.08483e-05	0.000158739	8.19067e-06	2.05016e-05	6.75641e-08	2.28e-05	2.57457e-06	4.65548e-07	4.66627e-08	1.81039e-08	7.59253e-08	1.20512e-08	1.79759e-08	0.0134682	0.00396922	0.982563	0.1507364
5050	-765.4549	-765.0442	-0.410764	0.000597131	0.924182	0.035664	0.00661708	0.000640618	0.000712707	0.000688884	0.00070316	0.000692706	0.000114161	0.0248111	0.00363084	0.000699486	7.09551e-05	1.93301e-05	0.000113991	7.93471e-06	1.9104e-05	3.49218e-08	1.30936e-05	1.10688e-06	2.12663e-07	2.53293e-08	1.00004e-08	3.54397e-08	6.66111e-09	9.9501e-09	0.0169622	0.00224705	0.980791	0.1634641
5100	-765.1101	-764.3402	-0.7699246	0.00047524	0.915197	0.017076	0.00536218	0.000517896	0.000578392	0.00054196	0.000585316	0.000564518	0.000123297	0.0555124	0.00242752	0.000748655	8.08657e-05	3.486e-05	9.65634e-05	1.30374e-05	3.44418e-05	4.09959e-08	2.8965e-05	7.3387e-07	2.28661e-07	3.14274e-08	1.79108e-08	3.50214e-08	1.16529e-08	1.78225e-08	0.029041	0.000734939	0.970224	0.2907288
5150	-765.5264	-763.495	-2.031433	0.000135877	0.964133	0.00876112	0.0021051	0.000137862	0.00014597	0.000140354	0.000145693	0.000143881	1.15025e-05	0.0234517	0.00053059	0.000124867	9.52522e-06	3.53173e-06	1.13737e-05	1.67404e-06	3.51218e-06	9.97364e-10	2.85255e-06	4.08823e-08	9.68963e-09	8.84848e-10	4.26958e-10	9.92065e-10	2.86806e-10	4.25856e-10	0.0155143	0.00114648	0.983339	0.2260396
5200	-765.3114	-764.4905	-0.8209602	0.000432458	0.906277	0.020891	0.00744498	0.000465012	0.00053014	0.000507932	0.000521474	0.00050121	0.00010068	0.05834	0.00277941	0.00095777	6.84213e-05	3.3392e-05	9.22131e-05	1.165e-05	3.24303e-05	1.44133e-08	1.27253e-05	3.51048e-07	1.20968e-07	1.1363e-08	7.0814e-09	1.36373e-08	4.49856e-09	6.99682e-09	0.0211891	0.000422786	0.978388	0.3403545
5250	-770.6221	-769.6403	-0.9818398	0.000613271	0.918243	0.0160742	0.00493878	0.000651814	0.000716876	0.000669395	0.000728246	0.000706299	0.000133965	0.0534299	0.00210554	0.000637805	9.56177e-05	4.15847e-05	0.00010887	1.87557e-05	4.1319e-05	7.14806e-08	4.28864e-05	1.01034e-06	3.12767e-07	5.79015e-08	3.30236e-08	6.27008e-08	2.25802e-08	3.29316e-08	0.0390717	0.00446377	0.956465	0.2728686
5300	-767.2454	-766.9219	-0.3235395	0.000716584	0.892031	0.029545	0.00884104	0.000777386	0.000894626	0.000845638	0.000887137	0.000855129	0.000193585	0.0580122	0.00454403	0.0013503	0.000133428	5.73994e-05	0.000188758	2.27637e-05	5.61989e-05	9.72366e-08	4.4778e-05	2.0763e-06	6.19061e-07	7.69533e-08	4.31606e-08	9.5991e-08	2.82772e-08	4.27746e-08	0.0247176	0.00077984	0.974503	0.275456
5350	-764.3975	-764.295	-0.1024773	0.000992068	0.905212	0.0465083	0.00787471	0.00109484	0.00123221	0.00118378	0.00122431	0.00120588	0.000248464	0.0259444	0.0057505	0.00103408	0.000146396	3.62734e-05	0.000232787	1.5372e-05	3.60083e-05	1.27417e-07	2.38741e-05	3.01473e-06	5.38912e-07	8.86121e-08	3.272e-08	1.23465e-07	2.22503e-08	3.26156e-08	0.0218153	0.000474777	0.97771	0.1420515
5400	-766.3976	-765.5958	-0.801853	0.00030878	0.911921	0.0278637	0.00873017	0.000332158	0.000397976	0.000395788	0.000368453	0.00035687	6.53202e-05	0.0448611	0.00322268	0.000992826	4.2258e-05	1.87903e-05	7.6911e-05	5.99434e-06	1.77158e-05	1.83212e-08	2.00255e-05	8.26289e-07	2.52681e-07	1.39209e-08	7.98811e-09	2.07133e-08	4.925e-09	7.79758e-09	0.0112695	0.00128778	0.987443	0.3005083
5450	-770.9606	-770.9061	-0.05452602	0.00187415	0.878261	0.0514528	0.0106491	0.00206496	0.00233617	0.00219404	0.0023379	0.00229303	0.000512771	0.035982	0.00733628	0.00161131	0.000323788	9.80289e-05	0.000456132	4.63318e-05	9.747e-05	5.20088e-07	6.16192e-05	7.36717e-06	1.62628e-06	3.83033e-07	1.64224e-07	4.83736e-07	1.1549e-07	1.63798e-07	0.0366238	0.000663933	0.962712	0.1648943
5500	-769.9451	-769.4395	-0.5056006	0.00101542	0.902317	0.0260448	0.00980223	0.00106286	0.00117029	0.00112202	0.00116148	0.00112627	0.000173515	0.050748	0.00275385	0.00100202	0.000126655	6.481e-05	0.000156367	2.73682e-05	6.36746e-05	1.37131e-07	5.84608e-05	1.89483e-06	6.97927e-07	1.13397e-07	7.29887e-08	1.28753e-07	4.8817e-08	7.24368e-08	0.0387215	0.0029692	0.958309	0.3452448
5550	-764.2768	-763.105	-1.171802	0.0003593	0.941855	0.0143912	0.00359977	0.000385124	0.00042054	0.000396175	0.000423892	0.000414771	7.10998e-05	0.0355944	0.00155221	0.000387302	4.53581e-05	1.58866e-05	5.29608e-05	6.39521e-06	1.57871e-05	1.51433e-08	1.23829e-05	3.13649e-07	7.94025e-08	1.13025e-08	5.4736e-09	1.24816e-08	3.62741e-09	5.45924e-09	0.0259353	0.00358965	0.970475	0.2248289
5600	-767.6457	-767.2655	-0.3802621	0.000972386	0.918371	0.0361855	0.00654258	0.00104192	0.00115196	0.00109003	0.00115149	0.00113531	0.000196336	0.0269226	0.00404047	0.00076737	0.000127223	3.44224e-05	0.000176725	1.64898e-05	3.42565e-05	1.59225e-07	3.72009e-05	3.24694e-06	6.21552e-07	1.18768e-07	4.6846e-08	1.49359e-07	3.29109e-08	4.67404e-08	0.0271446	0.00479042	0.968065	0.1471558
5650	-768.1824	-767.7409	-0.44152	0.000471267	0.864398	0.0356257	0.0151676	0.000507307	0.000678614	0.000691156	0.00057653	0.000545632	0.000118977	0.0733149	0.00533452	0.00215732	8.43314e-05	5.25502e-05	0.00017487	1.56087e-05	4.64688e-05	4.03989e-08	3.63974e-05	1.53192e-06	6.11239e-07	3.29184e-08	2.37785e-08	5.24617e-08	1.42788e-08	2.25787e-08	0.013129	0.00100277	0.985868	0.4164815
5700	-767.1982	-766.4448	-0.7534055	0.000717762	0.93838	0.0233177	0.00438541	0.00077574	0.000847154	0.000795813	0.000852083	0.000839967	0.000145231	0.0257479	0.00243822	0.000471074	8.74694e-05	2.3527e-05	0.000104833	1.05216e-05	2.34627e-05	1.09495e-07	3.37648e-05	1.83879e-06	3.61268e-07	7.76693e-08	3.05595e-08	8.77599e-08	2.10892e-08	3.05222e-08	0.031924	0.00165063	0.966425	0.1555134
5750	-763.8023	-762.3723	-1.429945	0.000205354	0.913279	0.0097727	0.00476021	0.000215737	0.000238966	0.000230678	0.00023821	0.000226946	3.86385e-05	0.0689906	0.00116644	0.000520517	2.83207e-05	1.76467e-05	3.35432e-05	5.78102e-06	1.71543e-05	5.31024e-09	1.31228e-05	1.29609e-07	5.73729e-08	4.43965e-09	3.28144e-09	4.87343e-09	2.04699e-09	3.24421e-09	0.0213943	0.000454516	0.978151	0.4812119
5800	-764.8064	-763.112	-1.694374	0.000205857	0.920639	0.00781987	0.00347104	0.000215891	0.000234243	0.000223597	0.000238112	0.000228111	3.83673e-05	0.065269	0.000922685	0.000378762	2.83733e-05	1.64032e-05	3.15831e-05	6.09129e-06	1.61845e-05	6.95768e-09	1.64698e-05	1.38409e-07	5.69019e-08	5.83308e-09	4.08941e-09	6.19311e-09	2.62531e-09	4.06677e-09	0.0268966	0.000902862	0.972201	0.4310078
5850	-767.6091	-766.9257	-0.6834521	0.000533241	0.888484	0.0266275	0.0113098	0.000567284	0.000672185	0.000662044	0.000632132	0.000604344	0.000114242	0.0646304	0.00342322	0.00138077	8.08536e-05	4.67358e-05	0.000121933	1.58612e-05	4.41198e-05	5.75712e-08	4.73736e-05	1.46451e-06	5.89589e-07	4.68863e-08	3.26238e-08	6.01684e-08	2.04891e-08	3.18579e-08	0.0200501	0.00736234	0.972588	0.4079203
5900	-765.4092	-764.3972	-1.012039	0.000279984	0.916593	0.0187291	0.00661042	0.000296314	0.000339699	0.000328863	0.000327948	0.000316713	5.4876e-05	0.0530283	0.0021908	0.000743417	3.87038e-05	1.90608e-05	5.60461e-05	6.97067e-06	1.84007e-05	1.42858e-08	2.05409e-05	4.99837e-07	1.69576e-07	1.15381e-08	7.16633e-09	1.45449e-08	4.56453e-09	7.06085e-09	0.0151765	0.00469088	0.980133	0.3381313
5950	-764.4914	-763.7215	-0.7698388	0.000469447	0.928188	0.0228068	0.00577795	0.000506911	0.000563188	0.000537979	0.000560381	0.000547631	9.95679e-05	0.0364944	0.00256896	0.000653148	6.23139e-05	2.20676e-05	8.26574e-05	8.51673e-06	2.17732e-05	4.36908e-08	2.65298e-05	1.07513e-06	2.75856e-07	3.21876e-08	1.57609e-08	3.87517e-08	1.0343e-08	1.56735e-08	0.0212489	0.00581912	0.972932	0.2283762
6000	-764.7581	-763.3273	-1.430815	0.000315959	0.948967	0.0116735	0.00307551	0.000334429	0.000360294	0.000341255	0.000363328	0.000356105	5.23822e-05	0.0326872	0.00108227	0.0002824	3.39617e-05	1.23967e-05	3.82219e-05	4.94181e-06	1.23311e-05	6.59246e-09	6.60632e-06	1.27784e-07	3.37971e-08	4.98707e-09	2.48542e-09	5.37136e-09	1.63641e-09	2.47992e-09	0.0279175	0.000353936	0.971729	0.240183
6050	-768.7789	-767.0557	-1.723153	0.000172697	0.965551	0.0121553	0.00187945	0.00017705	0.000189379	0.000180243	0.000189595	0.00018787	1.87334e-05	0.0182138	0.000898449	0.000141681	1.43906e-05	3.59181e-06	1.83073e-05	1.7982e-06	3.58118e-06	2.09208e-09	3.11336e-06	9.57853e-08	1.52604e-08	1.75229e-09	6.10677e-10	2.07034e-09	4.23652e-10	6.09815e-10	0.0143023	0.00683834	0.978859	0.1346631
